Order;families;genus;subspeciesname;distribution;latD;logD;publication;UTM corrected
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,262293;24,334304;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;KV50
Hymenoptera;Formicidae;Temnothorax;Temnothorax variabilis;Kriti;35,085634;26,105302;Salata S., Borowiech, L. & Trichas, A.,2020: Review of ants (Hymenoptera: Formicidae) of Crete, with keys to species determination and zoogeographical remarks.Monographs of the Upper Silesian Museum No ;MU18
Hymenoptera;Chrysididae;Chrysis;Chrysis grohmanni cretensis;Kriti;35,0976893;26,2627688;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;MU38
Hymenoptera;Chrysididae;Chrysis;Chrysis grohmanni cretensis;Kriti;35,32677065;24,27992474;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;KV51
Hymenoptera;Chrysididae;Chrysis;Chrysis grohmanni cretensis;Kriti;35,16741903;25,43765874;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;LU59
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,330588;25,208415;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;LV30
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,30111;24,45997;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;KV60
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,11126587;25,99480904;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;MU08
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;;;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;KV42
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,20796517;24,82901075;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;LV00
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,32804;25,20087;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;LV30
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,0976893;26,2627688;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;MU38
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,39751452;23,94338897;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;GE62
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,39751452;23,94338897;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;GE62
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,28324;25,46055;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;LV60
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;34,9957;24,75464;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;KU97
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,16741903;25,43765874;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;LU59
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,36464;25,02113;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;LV21
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,21801;24,53546;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;KV70
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,20131;25,48211;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;LU69
Hymenoptera;Chrysididae;Chrysis;Chrysis pseudoscutellaris;Kriti;35,25194995;26,26460936;Carapezza,1990: Heterocordylus heissi n. sp. And new records from Crete..Scopolia, Suppl. ;MV30
Hymenoptera;Tenthredinidae;Allantus;Allantus nigrolinearis;Kriti;35,17941158;25,5027171;Schedl,1981: Die Pflanzenwespen der Insel Kreta (Insecta: Hymenoptera, Symphyta)..Berichte des Naturwissenschaftlich-Medizinischen Vereins in Innsbruck ;LU69
Hymenoptera;Tenthredinidae;Allantus;Allantus nigrolinearis;Kriti;35,21801;24,53546;Schedl,2011: Überblick über die Arten-Diversität der Pflanzenwespen der griechischen Insel Kreta (Insecta: Hymenoptera: Symphyta)..Linzer biologische Beiträge ;KV70
Hymenoptera;Tenthredinidae;Allantus;Allantus nigrolinearis;Kriti;35,328;23,837;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;GE51
Hymenoptera;Tenthredinidae;Allantus;Allantus nigrolinearis;Kriti;35,328;23,837;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;GE51
Hymenoptera;Tenthredinidae;Periclista;Periclista cretica;Kriti;35,288;24,191;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;KV40
Hymenoptera;Tenthredinidae;Periclista;Periclista cretica;Kriti;35,416;24,032;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;KV32
Hymenoptera;Tenthredinidae;Periclista;Periclista cretica;Kriti;35,23569;25,46697;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;LU69
Hymenoptera;Tenthredinidae;Periclista;Periclista cretica;Kriti;35,30549;24,807236;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;LV00
Hymenoptera;Tenthredinidae;Pristiphora;Pristiphora cretica;Kriti;35,08887;25,86161;Schedl,1981: Die Pflanzenwespen der Insel Kreta (Insecta: Hymenoptera, Symphyta)..Berichte des Naturwissenschaftlich-Medizinischen Vereins in Innsbruck ;LU98
Hymenoptera;Tenthredinidae;Pristiphora;Pristiphora cretica;Kriti;35,328;23,837;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;GE51
Hymenoptera;Tenthredinidae;Pristiphora;Pristiphora cretica;Kriti;35,288;24,191;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;KV40
Hymenoptera;Tenthredinidae;Pristiphora;Pristiphora cretica;Kriti;35,288;24,191;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;KV40
Hymenoptera;Tenthredinidae;Pristiphora;Pristiphora cretica;Kriti;35,14645095;25,56564178;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;LU79
Hymenoptera;Tenthredinidae;Pristiphora;Pristiphora cretica;Kriti;35,325;23,891;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;GE61
Hymenoptera;Tenthredinidae;Pristiphora;Pristiphora cretica;Kriti;35,325;23,891;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;GE61
Hymenoptera;Tenthredinidae;Pristiphora;Pristiphora cretica;Kriti;35,325;23,891;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;GE61
Hymenoptera;Tenthredinidae;Pristiphora;Pristiphora cretica;Kriti;35,182262;25,427852;Liston, A., D., Jacons, HJ. & Prous, M. ,2015: The Sawflies of Crete (Hymenoptera, Symphyta).Dtsch. Entomol. Z. ;LU59
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,5852;24,1404;8-Μαρ-97;KV44
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3269;24,279;14-Μαρ-97;KV51
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2422;24,0844;7-Δεκ-91;KV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2422;24,0844;23-Νοε-90;KV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3893;23,9945;11-Μαρ-09;GE62
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,4406;23,9885;13-Φεβ-09;GE62
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2422;24,0844;8-Ιουν-91;KV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2422;24,0844;6-Νοε-91;KV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2422;24,0844;5-Απρ-92;KV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3093;24,7615;7-Απρ-00;KV90
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2422;24,0844;11-Ιαν-92;KV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3497;24,7844;29-Σεπ-99;KV91
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2884;24,0545;16-Οκτ-90;KV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,157;24,4661;15-Μαρ-97;KU69
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1926;24,7406;14-Απρ-00;KU99
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1882;24,7595;14-Απρ-00;KU99
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1882;24,7595;14-Φεβ-00;KU99
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,5852;24,1404;8-Μαρ-97;KV44
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,4748;23,934;08-Μαϊ-97;GE62
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2884;24,0545;4-Αυγ-91;KV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2422;24,0844;05-Μαϊ-91;KV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3679;25,0389;21-Νοε-10;LV21
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3319;25,1585;20-Απρ-10;LV31
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1166;25,7225;12-Φεβ-99;LU88
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2422;24,0844;8-Μαρ-92;KV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1307;24,6262;20-Απρ-99;KU89
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9871;24,8657;30-Νοε-99;LU07
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1882;24,7595;10-Ιουν-99;KU99
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3497;24,7844;20-Ιουλ-99;KV91
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9425;24,8286;8-Ιουν-99;LU07
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9933;24,9458;30-Νοε-99;LU17
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1416;24,9107;14-Απρ-00;LU09
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9871;24,8657;2-Φεβ-99;LU07
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9871;24,8657;3-Φεβ-00;LU07
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9871;24,8657;30-Μαρ-99;LU07
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1629;24,9313;19-Οκτ-99;LU19
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,5112;23,5692;27-Ιαν-96;GE33
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1307;24,6262;4-Νοε-99;KU89
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3269;24,279;30-Οκτ-96;KV51
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,157;24,4661;31-Οκτ-96;KU69
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2574;24,2527;6-Φεβ-01;KV50
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2563;24,2787;17-Νοε-00;KV50
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3269;24,279;25-Ιουν-96;KV51
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3812;23,8104;13-Μαϊ-95;GE51
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,4406;23,9885;11-Μαρ-09;GE62
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3304;23,9046;19-Οκτ-96;GE61
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1629;24,9313;9-Ιουν-99;LU19
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2884;24,0545;1-Σεπ-90;KV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3403;25,1228;22-Μαϊ-10;LV21
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,0526;25,1417;16-Μαρ-02;LU38
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3269;24,279;29-Δεκ-96;KV51
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9425;24,8286;2-Φεβ-99;LU07
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1142;25,6765;25-Ιαν-99;LU78
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1307;24,6262;30-Ιουν-99;KU89
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9933;24,9458;15-Απρ-99;LU17
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,0319;25,8407;12-Ιαν-99;LU97
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3319;25,1585;19-Φεβ-10;LV31
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9425;24,8286;30-Νοε-99;LU07
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9425;24,8286;3-Φεβ-00;LU07
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9369;24,9414;15-Απρ-99;LU17
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9369;24,9414;30-Νοε-99;LU17
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9933;24,9458;3-Φεβ-00;LU17
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1307;24,6262;16-Απρ-00;KU89
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1629;24,9313;16-Απρ-99;LU19
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,2076;24,624;26-Ιαν-00;KU89
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9933;24,9458;8-Ιουν-99;LU17
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,1416;24,9107;9-Φεβ-00;LU09
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;34,9425;24,8286;15-Απρ-99;LU07
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3319;25,1585;22-Οκτ-10;LV31
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3319;25,1585;24-Ιαν-10;LV31
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3319;25,1585;23-Δεκ-09;LV30
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3319;25,1585;21-Νοε-10;LV31
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3403;25,1228;20-Νοε-09;LV21
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3403;25,1228;21-Νοε-10;LV21
Diplopoda;Schizopetalidae;Acanthopetalum;Acanthopetalum minotauri;Kriti;35,3403;25,1228;22-Οκτ-10;LV21
